commissioning_date,energy_source_level_1,energy_source_level_2,technology,electrical_capacity,dso,gsrn_id,postcode,municipality_code,municipality,address,address_number,utm_east,utm_north,lat,lon,hub_height,rotor_diameter,manufacturer,model,data_source
12/28/00,Renewable energy,Wind,Onshore,0.75,,5.71E+17,,851,Ålborg,"Vrå Hovedgård, Ajstrup",2bm,555682.6,6337327,57.17576,9.92098,45,48,NEG Micon,NM 48/750,Energistyrelsen
12/28/00,Renewable energy,Wind,Onshore,0.75,,5.71E+17,,851,Ålborg,"Vrå Hovedgård, Ajstrup",2br,555620.3,6337562,57.17788,9.92,45,48,NEG Micon,NM 48/750,Energistyrelsen
12/28/00,Renewable energy,Wind,Onshore,0.75,,5.71E+17,,851,Ålborg,"Vrå Hovedgård, Ajstrup",2a,555800.8,6338103,57.18272,9.92311,45,48,NEG Micon,NM 48/750,Energistyrelsen
12/28/00,Renewable energy,Wind,Onshore,0.75,,5.71E+17,,851,Ålborg,"Vrå Hovedgård, Ajstrup",2bv,555496.2,6338031,57.18211,9.91805,45,48,NEG Micon,NM 48/750,Energistyrelsen
12/28/00,Renewable energy,Wind,Onshore,0.75,,5.71E+17,,851,Ålborg,"Vrå Hovedgård, Ajstrup",2bo,555377.6,6337255,57.17515,9.91592,45,48,NEG Micon,NM 48/750,Energistyrelsen
12/28/00,Renewable energy,Wind,Onshore,0.75,,5.71E+17,,851,Ålborg,Nyrup by,3i,541872.3,6318907,57.01177,9.6895,45,44,NEG Micon,NM 44/750,Energistyrelsen
12/28/00,Renewable energy,Wind,Onshore,0.75,,5.71E+17,,851,Ålborg,Nyrup by,1m,541912.5,6319128,57.01375,9.6902,45,44,NEG Micon,NM 44/750,Energistyrelsen
12/28/00,Renewable energy,Wind,Onshore,0.75,,5.71E+17,,851,Ålborg,Nørholm by,28a,541949.6,6319350,57.01574,9.69085,45,44,NEG Micon,NM 44/750,Energistyrelsen
12/28/00,Renewable energy,Wind,Onshore,0.75,,5.71E+17,,851,Ålborg,Nyrup by,4a,541685.2,6318826,57.01106,9.68641,45,44,NEG Micon,NM 44/750,Energistyrelsen
12/28/00,Renewable energy,Wind,Onshore,0.75,,5.71E+17,,851,Ålborg,"Vrå Hovedgård, Ajstrup",2bm,555440.3,6337020,57.17303,9.91691,45,48,NEG Micon,NM 48/750,Energistyrelsen
12/28/00,Renewable energy,Wind,Onshore,0.75,,5.71E+17,,851,Ålborg,Nørholm by,29b,541801.5,6319490,57.01701,9.68844,45,44,NEG Micon,NM 44/750,Energistyrelsen
12/28/00,Renewable energy,Wind,Onshore,0.75,,5.71E+17,,851,Ålborg,"Vrå Hovedgård, Ajstrup",2cb,555189.7,6337960,57.1815,9.91297,45,48,NEG Micon,NM 48/750,Energistyrelsen
12/28/00,Renewable energy,Wind,Onshore,0.75,,5.71E+17,,851,Ålborg,"Vrå Hovedgård, Ajstrup",2cb,555252.3,6337725,57.17939,9.91395,45,48,NEG Micon,NM 48/750,Energistyrelsen
12/30/00,Renewable energy,Wind,Onshore,0.75,,5.71E+17,,851,Ålborg,Oppelstrup by,6k,561015.8,6313370,56.9599,10.00335,45,48,NEG Micon,NM 48/750,Energistyrelsen
12/30/00,Renewable energy,Wind,Onshore,0.75,,5.71E+17,,851,Ålborg,Oppelstrup by,1a,560735.8,6312633,56.95332,9.99857,45,48,NEG Micon,NM 48/750,Energistyrelsen
1/2/01,Renewable energy,Wind,Onshore,0.85,,5.71E+17,,621,Kolding,Hvinderup,11,532404.3,6133211,55.34418,9.51095,46,52,Vestas Wind Systems A/S,V 52-850 ,Energistyrelsen
1/16/01,Renewable energy,Wind,Onshore,1.3,,5.71E+17,,621,Kolding,Frørup Ejerlav,291,525706.4,6137663,55.38458,9.40575,46,60,Nordex,N 60/1300,Energistyrelsen
1/17/01,Renewable energy,Wind,Onshore,0.8,,5.71E+17,,630,Vejle,Ravning by Bredsten,2c m.fl,522079.4,6172799,55.70047,9.35131,46,50,Nordex,N 50/800,Energistyrelsen
1/22/01,Renewable energy,Wind,Onshore,0.66,,5.71E+17,,550,Tønder,Øster Gasse,8,491597.3,6110971,55.14532,8.86817,46,47,Vestas Wind Systems A/S,V 47-660 ,Energistyrelsen
1/24/01,Renewable energy,Wind,Onshore,0.8,,5.71E+17,,450,Nyborg,"Mullerup by,Flød.",6c,604767.6,6140423,55.39886,10.65433,50,50,Nordex,N 50/800,Energistyrelsen
1/29/01,Renewable energy,Wind,Onshore,1.65,,5.71E+17,,621,Kolding,Knudsbøl by,4a m.fl,519842.8,6158375,55.57096,9.31468,67,66,Vestas Wind Systems A/S,"V 66 1,65 ",Energistyrelsen
1/29/01,Renewable energy,Wind,Onshore,1.65,,5.71E+17,,621,Kolding,Knudsbøl by,2c,519626.2,6158540,55.57245,9.31126,67,66,Vestas Wind Systems A/S,"V 66 1,65 ",Energistyrelsen
1/29/01,Renewable energy,Wind,Onshore,1.65,,5.71E+17,,621,Kolding,Knudsbøl by,1a,519408.5,6158706,55.57395,9.30782,67,66,Vestas Wind Systems A/S,"V 66 1,65 ",Energistyrelsen
2/1/01,Renewable energy,Wind,Onshore,0.75,,5.71E+17,,430,Faaborg-Midtfyn,Søby Søgård Nr. Søby,1ax,586128.1,6126827,55.28035,10.35593,50,48,NEG Micon,NM 750-200/48,Energistyrelsen
2/10/01,Renewable energy,Wind,Onshore,0.8,,5.71E+17,,510,Haderslev,Lunding,290,535736.3,6118362,55.21052,9.5616,46,50,Nordex,N 50/800,Energistyrelsen
2/10/01,Renewable energy,Wind,Onshore,0.8,,5.71E+17,,510,Haderslev,Vilstrup,4,535517.3,6118349,55.21042,9.55816,46,50,Nordex,N 50/800,Energistyrelsen
2/10/01,Renewable energy,Wind,Onshore,0.8,,5.71E+17,,510,Haderslev,Lunding,291,535298.4,6118337,55.21033,9.55472,46,50,Nordex,N 50/800,Energistyrelsen
2/14/01,Renewable energy,Wind,Onshore,1.3,,5.71E+17,,530,Billund,Urup by,5l,487562.9,6184643,55.80723,8.80157,46,60,Nordex,N 60/1300,Energistyrelsen
2/15/01,Renewable energy,Wind,Onshore,1.3,,5.71E+17,,530,Billund,Urup by,5p,488228,6184860,55.8092,8.81217,46,60,Nordex,N 60/1300,Energistyrelsen
2/15/01,Renewable energy,Wind,Onshore,1.3,,5.71E+17,,530,Billund,Urup by,5b,488215.8,6185060,55.81099,8.81197,46,60,Nordex,N 60/1300,Energistyrelsen
2/26/01,Renewable energy,Wind,Onshore,0.75,,5.71E+17,,450,Nyborg,"Øksendrup By, Øksendrup",15,611553.5,6119611,55.21044,10.75316,50,48,NEG Micon,NM 750-200/48,Energistyrelsen
3/12/01,Renewable energy,Wind,Onshore,0.011,,5.71E+17,,370,Næstved,,,672084.6,6139812,55.37439,11.71585,18,13,Gaia-Wind Ltd,Gaia 11  ,Energistyrelsen
4/6/01,Renewable energy,Wind,Onshore,0.66,,5.71E+17,,580,Aabenraa,Gejlå ejerlav,19,522849.3,6084557,54.90751,9.35638,45,47,Vestas Wind Systems A/S,V 47-660 ,Energistyrelsen
4/10/01,Renewable energy,Wind,Onshore,0.66,,5.71E+17,,580,Aabenraa,Gejlå ejerlav,23,522816.1,6084179,54.90411,9.35583,45,47,Vestas Wind Systems A/S,V 47-660 ,Energistyrelsen
4/10/01,Renewable energy,Wind,Onshore,0.66,,5.71E+17,,580,Aabenraa,Gejlå ejerlav,17,522831.9,6084368,54.90581,9.35609,45,47,Vestas Wind Systems A/S,V 47-660 ,Energistyrelsen
4/25/01,Renewable energy,Wind,Onshore,0.66,,5.71E+17,,580,Aabenraa,Gejlå ejerlav,82,522580.9,6084395,54.90606,9.35218,45,47,Vestas Wind Systems A/S,V 47-660 ,Energistyrelsen
5/3/01,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,630,Vejle,Oksenbjerge by,4a,518097.1,6191554,55.86915,9.28919,40,44,Vestas Wind Systems A/S,V 44-600 ,Energistyrelsen
5/10/01,Renewable energy,Wind,Onshore,0.011,,5.71E+17,,810,Brønderslev,,,557590.1,6352325,57.31023,9.95601,15,13,Gaia-Wind Ltd,Ukendt-Gaia-Wind,Energistyrelsen
5/13/01,Renewable energy,Wind,Onshore,0.9,,5.71E+17,,756,Ikast-Brande,Ll. Nørlund,6ao,511821.6,6214996,56.07997,9.18994,49,52,NEG Micon,NM 52/900,Energistyrelsen
5/13/01,Renewable energy,Wind,Onshore,0.9,,5.71E+17,,756,Ikast-Brande,Ll. Nørlund,6bs,511853.4,6215192,56.08173,9.19046,49,52,NEG Micon,NM 52/900,Energistyrelsen
5/14/01,Renewable energy,Wind,Onshore,0.66,,5.71E+17,,219,Hillerød,Nr. Herlev,12a,704169.8,6199823,55.90047,12.26591,40,47,Vestas Wind Systems A/S,V 47,Energistyrelsen
5/14/01,Renewable energy,Wind,Onshore,0.9,,5.71E+17,,461,Odense,Brændekilde By,5d,579898.1,6135496,55.35928,10.26034,44,52,NEG Micon,NM 52/900,Energistyrelsen
5/14/01,Renewable energy,Wind,Onshore,0.9,,5.71E+17,,461,Odense,"Brændekilde By, Brændekilde",17ad,580064.4,6135563,55.35986,10.26299,44,52,NEG Micon,NM 52/900,Energistyrelsen
5/14/01,Renewable energy,Wind,Onshore,0.9,,5.71E+17,,461,Odense,"Brændekilde By, Brændekilde",17ad,579991.6,6135699,55.36109,10.26188,44,52,NEG Micon,NM 52/900,Energistyrelsen
5/14/01,Renewable energy,Wind,Onshore,0.66,,5.71E+17,,219,Hillerød,Nr. Herlev,12a,704270.1,6200106,55.90297,12.26773,40,47,Vestas Wind Systems A/S,V 47,Energistyrelsen
5/14/01,Renewable energy,Wind,Onshore,0.66,,5.71E+17,,219,Hillerød,Nr. Herlev,12a,704220.1,6199964,55.90171,12.26682,40,47,Vestas Wind Systems A/S,V 47,Energistyrelsen
5/17/01,Renewable energy,Wind,Onshore,0.75,,5.71E+17,,851,Ålborg,"Vrå Hovedgård, Ajstrup",0,555315.3,6337490,57.17727,9.91494,45,48,NEG Micon,NM 48/750,Energistyrelsen
5/17/01,Renewable energy,Wind,Onshore,1.3,,5.71E+17,,530,Billund,Urup by,5b,488203.1,6185259,55.81278,8.81176,46,60,Nordex,N 60/1300,Energistyrelsen
5/23/01,Renewable energy,Wind,Onshore,1.3,,5.71E+17,,530,Billund,Filskov by,2p m.fl,499573.8,6185364,55.81387,8.9932,50,60,Nordex,N 60/1300,Energistyrelsen
6/1/01,Renewable energy,Wind,Onshore,0.85,,5.71E+17,,773,Morsø,Ø.Jølby,6c,481940.1,6298034,56.8258,8.70409,44,52,Vestas Wind Systems A/S,V 52-850 ,Energistyrelsen
6/7/01,Renewable energy,Wind,Onshore,1.3,,5.71E+17,,530,Billund,Urup by,5l,487537.4,6185042,55.81081,8.80115,46,60,Nordex,N 60/1300,Energistyrelsen
6/7/01,Renewable energy,Wind,Onshore,1.3,,5.71E+17,,530,Billund,Urup by,5l,487550.7,6184843,55.80903,8.80137,46,60,Nordex,N 60/1300,Energistyrelsen
6/29/01,Renewable energy,Wind,Onshore,0.75,,5.71E+17,,851,Ålborg,Oppelstrup by,3f,560938.2,6312581,56.95282,10.00189,45,48,NEG Micon,NM 48/750,Energistyrelsen
6/29/01,Renewable energy,Wind,Onshore,0.75,,5.71E+17,,851,Ålborg,Oppelstrup by,1a,560855.8,6312804,56.95484,10.00059,45,48,NEG Micon,NM 48/750,Energistyrelsen
6/29/01,Renewable energy,Wind,Onshore,0.75,,5.71E+17,,851,Ålborg,Oppelstrup by,1a,560978.9,6312975,56.95636,10.00265,45,48,NEG Micon,NM 48/750,Energistyrelsen
6/29/01,Renewable energy,Wind,Onshore,0.75,,5.71E+17,,851,Ålborg,Oppelstrup by,1a,561098.8,6313147,56.95789,10.00466,45,48,NEG Micon,NM 48/750,Energistyrelsen
7/1/01,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,360,Lolland,"Højmark By, Sandby",22 m.fl,632282,6084365,54.8888,11.06237,35,44,BONUS,660   MK lV,Energistyrelsen
7/4/01,Renewable energy,Wind,Onshore,0.75,,5.71E+17,,851,Ålborg,Oppelstrup by,6a,560895.4,6313198,56.95837,10.00133,45,48,NEG Micon,NM 48/750,Energistyrelsen
7/4/01,Renewable energy,Wind,Onshore,0.75,,5.71E+17,,851,Ålborg,Oppelstrup by,6a,560773.5,6313027,56.95685,9.99929,45,48,NEG Micon,NM 48/750,Energistyrelsen
7/4/01,Renewable energy,Wind,Onshore,0.75,,5.71E+17,,851,Ålborg,Oppelstrup by,6a,560653.4,6312857,56.95534,9.99727,45,48,NEG Micon,NM 48/750,Energistyrelsen
7/5/01,Renewable energy,Wind,Onshore,0.75,,5.71E+17,,851,Ålborg,Oppelstrup by,6a,560690.1,6313249,56.95886,9.99797,45,48,NEG Micon,NM 48/750,Energistyrelsen
7/5/01,Renewable energy,Wind,Onshore,0.75,,5.71E+17,,851,Ålborg,Oppelstrup by,6a,560811.8,6313421,56.96038,10.00001,45,48,NEG Micon,NM 48/750,Energistyrelsen
7/10/01,Renewable energy,Wind,Onshore,0.9,,5.71E+17,,760,Ringkøbing-Skjern,Nørhede by,3g,464719.8,6184986,55.80918,8.43709,49,52,NEG Micon,NM 52/900-200,Energistyrelsen
7/10/01,Renewable energy,Wind,Onshore,0.9,,5.71E+17,,760,Ringkøbing-Skjern,Sønderdiger by,2a,464834.4,6184510,55.80492,8.43898,49,52,NEG Micon,NM 52/900-200,Energistyrelsen
7/10/01,Renewable energy,Wind,Onshore,0.9,,5.71E+17,,760,Ringkøbing-Skjern,Viumgård hgd,26a,464170.9,6184956,55.80887,8.42833,49,52,NEG Micon,NM 52/900-200,Energistyrelsen
7/15/01,Renewable energy,Wind,Onshore,0.011,,5.71E+17,,661,Holstebro,,,479023.8,6247443,56.37117,8.66041,18.3,13,Gaia-Wind Ltd,Gaia 11  ,Energistyrelsen
7/17/01,Renewable energy,Wind,Onshore,0.85,,5.71E+17,,575,Vejen,Fæsted,35,497497.5,6131424,55.32918,8.96056,44,52,Vestas Wind Systems A/S,V 52-850 ,Energistyrelsen
7/26/01,Renewable energy,Wind,Onshore,0.85,,5.71E+17,,621,Kolding,Nagbøl,3a m.fl,517359.2,6146612,55.46536,9.27456,49,52,Vestas Wind Systems A/S,V 52-850 ,Energistyrelsen
7/26/01,Renewable energy,Wind,Onshore,0.85,,5.71E+17,,621,Kolding,Nagbøl,3a m.fl,517704.6,6146625,55.46546,9.28002,49,52,Vestas Wind Systems A/S,V 52-850 ,Energistyrelsen
8/8/01,Renewable energy,Wind,Onshore,0.075,,5.71E+17,,621,Kolding,Almind B,29b,529767.7,6155978,55.54892,9.47181,18,17,Vestas Wind Systems A/S,V 17,Energistyrelsen
8/8/01,Renewable energy,Wind,Onshore,0.75,,5.71E+17,,851,Ålborg,Oppelstrup by,3f,561059.6,6312753,56.95435,10.00392,45,48,NEG Micon,NM 48/750,Energistyrelsen
8/8/01,Renewable energy,Wind,Onshore,1.3,,5.71E+17,,530,Billund,Urup by,5m,487896.3,6184751,55.80821,8.80689,46,60,Nordex,N 60/1300,Energistyrelsen
8/12/01,Renewable energy,Wind,Onshore,0.85,,5.71E+17,,530,Billund,Juellingsholm Hgd,2d,491905.9,6189058,55.84699,8.87073,50,52,Vestas Wind Systems A/S,V 52-850 ,Energistyrelsen
8/13/01,Renewable energy,Wind,Onshore,0.85,,5.71E+17,,530,Billund,Juellingsholm Hgd,5a,491729.6,6189148,55.8478,8.86791,50,52,Vestas Wind Systems A/S,V 52-850 ,Energistyrelsen
8/14/01,Renewable energy,Wind,Onshore,1.3,,5.71E+17,,530,Billund,Urup by,5m,487870.4,6185151,55.8118,8.80645,46,60,Nordex,N 60/1300,Energistyrelsen
8/15/01,Renewable energy,Wind,Onshore,0.66,,5.71E+17,,326,Kalundborg,"Herslev By, Finderup",9a,647587.7,6156694,55.53394,11.33858,45,47,Vestas Wind Systems A/S,V 47-660 ,Energistyrelsen
8/15/01,Renewable energy,Wind,Onshore,0.66,,5.71E+17,,326,Kalundborg,"Kulby By, Finderup",5,647693.9,6156588,55.53295,11.3402,45,47,Vestas Wind Systems A/S,V 47-660 ,Energistyrelsen
8/15/01,Renewable energy,Wind,Onshore,0.66,,5.71E+17,,326,Kalundborg,"Kulby By, Finderup",5,647800.3,6156482,55.53197,11.34183,45,47,Vestas Wind Systems A/S,V 47-660 ,Energistyrelsen
8/27/01,Renewable energy,Wind,Onshore,0.011,,5.71E+17,,330,Slagelse,,,,,,,18,13,Gaia-Wind Ltd,Gaia 11  ,Energistyrelsen
8/30/01,Renewable energy,Wind,Onshore,0.85,,5.71E+17,,530,Billund,Juellingsholm Hgd,2d,491853.2,6188866,55.84527,8.86989,50,52,Vestas Wind Systems A/S,V 52-850 ,Energistyrelsen
9/6/01,Renewable energy,Wind,Onshore,1.3,,5.71E+17,,530,Billund,Urup by,5b,487882.9,6184951,55.81001,8.80666,46,60,Nordex,N 60/1300,Energistyrelsen
9/8/01,Renewable energy,Wind,Onshore,1.3,,5.71E+17,,530,Billund,"Filskov by, Filskov",2p,499736.9,6185730,55.81716,8.9958,50,60,Nordex,N 60/1300,Energistyrelsen
9/10/01,Renewable energy,Wind,Onshore,1.3,,5.71E+17,,530,Billund,"Filskov by, Filskov",2p,499655.4,6185547,55.81551,8.9945,50,60,Nordex,N 60/1300,Energistyrelsen
9/13/01,Renewable energy,Wind,Onshore,1.3,,5.71E+17,,530,Billund,Filskov by,1o,499391.1,6185446,55.81461,8.99028,50,60,Nordex,N 60/1300,Energistyrelsen
9/18/01,Renewable energy,Wind,Onshore,1.3,,5.71E+17,,530,Billund,Filskov by,1o,499472.6,6185629,55.81625,8.99158,50,60,Nordex,N 60/1300,Energistyrelsen
10/1/01,Renewable energy,Wind,Onshore,0.66,,5.71E+17,,766,Hedensted,Kathrine Østergård Nielsen Nørlykke,38a,557049.8,6176404,55.73,9.90842,50,47,Vestas Wind Systems A/S,V 47,Energistyrelsen
10/13/01,Renewable energy,Wind,Onshore,0.85,,5.71E+17,,779,Skive,"Harreby, Harre","9k,11d",496777.3,6285909,56.71721,8.94735,49,52,Vestas Wind Systems A/S,V 52-850 kW,Energistyrelsen
10/13/01,Renewable energy,Wind,Onshore,0.85,,5.71E+17,,779,Skive,"Harre by, Harre",13a,496376.5,6286458,56.72214,8.94079,50,52,Vestas Wind Systems A/S,V 52-850 ,Energistyrelsen
10/17/01,Renewable energy,Wind,Onshore,0.8,,5.71E+17,,630,Vejle,"Ravning by, Bredsten Sogn, Vejle",2a,522091.4,6172469,55.6975,9.35147,46,50,Nordex,N 50/800,Energistyrelsen
10/17/01,Renewable energy,Wind,Onshore,0.8,,5.71E+17,,630,Vejle,"Ravning by, Bredsten Sogn, Vejle",2a,522085.6,6172634,55.69898,9.35139,46,50,Nordex,N 50/800,Energistyrelsen
10/25/01,Renewable energy,Wind,Onshore,0.66,,5.71E+17,,580,Aabenraa,"Hokkerup, Holbøl",250,532450.7,6083207,54.89484,9.50597,45,47,Vestas Wind Systems A/S,V 47-660 ,Energistyrelsen
10/25/01,Renewable energy,Wind,Onshore,0.66,,5.71E+17,,573,Varde,"Borre By, Al",16d,457404.5,6166456,55.64211,8.32326,40,47,Vestas Wind Systems A/S,V 47-660 ,Energistyrelsen
10/25/01,Renewable energy,Wind,Onshore,0.66,,5.71E+17,,573,Varde,"Borre By, Al",15d,457240.3,6166358,55.64121,8.32067,40,47,Vestas Wind Systems A/S,V 47-660 ,Energistyrelsen
10/25/01,Renewable energy,Wind,Onshore,0.66,,5.71E+17,,573,Varde,"Borre By, Al",18b,457477.1,6166720,55.64449,8.32437,40,47,Vestas Wind Systems A/S,V 47-660 ,Energistyrelsen
10/25/01,Renewable energy,Wind,Onshore,0.66,,5.71E+17,,573,Varde,"Borre By, Al",2f,457313.4,6166623,55.6436,8.32179,40,47,Vestas Wind Systems A/S,V 47-660 ,Energistyrelsen
10/30/01,Renewable energy,Wind,Onshore,0.66,,5.71E+17,,580,Aabenraa,"Hokkerup, Holbøl",26,532259.3,6083142,54.89427,9.50298,45,47,Vestas Wind Systems A/S,V 47-660 ,Energistyrelsen
11/1/01,Renewable energy,Wind,Onshore,1.65,,5.71E+17,,360,Lolland,Sandby L.,13a,632665.8,6081446,54.86248,11.06701,46,66,Vestas Wind Systems A/S,V 66,Energistyrelsen
11/1/01,Renewable energy,Wind,Onshore,1.65,,5.71E+17,,360,Lolland,Sandby L.,13a,632744.1,6081785,54.86551,11.06839,46,66,Vestas Wind Systems A/S,V 66,Energistyrelsen
11/1/01,Renewable energy,Wind,Onshore,1.65,,5.71E+17,,360,Lolland,Sandby L.,2c,632363.5,6081407,54.86221,11.06229,46,66,Vestas Wind Systems A/S,V 66,Energistyrelsen
11/1/01,Renewable energy,Wind,Onshore,1.65,,5.71E+17,,360,Lolland,Sandby L.,20b,632432.4,6081750,54.86527,11.06352,46,66,Vestas Wind Systems A/S,V 66,Energistyrelsen
11/9/01,Renewable energy,Wind,Onshore,0.75,,5.71E+17,,751,Århus,Bendstrup by Todbjerg,5a,577820.8,6237061,56.27198,10.25665,45,48.2,NEG Micon,NM 750-200/48,Energistyrelsen
11/9/01,Renewable energy,Wind,Onshore,0.75,,5.71E+17,,751,Århus,Bendstrup by Todbjerg,5a,577639.2,6237126,56.2726,10.25374,45,48.2,NEG Micon,NM 750-200/48,Energistyrelsen
11/15/01,Renewable energy,Wind,Onshore,0.75,,5.71E+17,,561,Esbjerg,"Måde by, Esbjerg Jorde",2i,468591.1,6145592,55.45549,8.50335,45,48.2,NEG Micon,NM 48/750,Energistyrelsen
11/16/01,Renewable energy,Wind,Onshore,0.9,,5.71E+17,,661,Holstebro,"Sevel By, Sevel",4e,489782.5,6257354,56.46057,8.8342,49,52.2,NEG Micon,NM 52/900 IEC ll,Energistyrelsen
11/19/01,Renewable energy,Wind,Onshore,0.85,,5.71E+17,,766,Hedensted,havrum by/hornborg,3a,539302.1,6187802,55.83417,9.62749,49,52,Vestas Wind Systems A/S,V 52-850 ,Energistyrelsen
11/20/01,Renewable energy,Wind,Onshore,0.9,,5.71E+17,,621,Kolding,Højrup-Steppe,38,519157.1,6137011,55.37902,9.30233,44,52,NEG Micon,NM 52/900-250 44,Energistyrelsen
11/21/01,Renewable energy,Wind,Onshore,0.85,,5.71E+17,,766,Hedensted,havrum by/hornborg,4h,539458.3,6187629,55.83261,9.62996,49,52,Vestas Wind Systems A/S,V 52-850 ,Energistyrelsen
11/27/01,Renewable energy,Wind,Onshore,0.85,,5.71E+17,,779,Skive,"Harre by, Harre",11d m.f,496676.7,6286047,56.71845,8.9457,49,52,Vestas Wind Systems A/S,V 52-850 ,Energistyrelsen
11/29/01,Renewable energy,Wind,Onshore,0.9,,5.71E+17,,482,Langeland,Sønderbr Br. Magleby,12a,610747.3,6069249,54.75825,10.72103,44,52.2,NEG Micon,NM 52/900,Energistyrelsen
12/7/01,Renewable energy,Wind,Onshore,0.75,,5.71E+17,,420,Assens,"Ålsbo By, Rørup",2a,563138.3,6141352,55.41433,9.99734,50,48,NEG Micon,NM 750-200/48,Energistyrelsen
12/7/01,Renewable energy,Wind,Onshore,0.75,,5.71E+17,,420,Assens,"Ålsbo By, Rørup",2a,563199.3,6141202,55.41298,9.99827,50,48,NEG Micon,NM 750-200/48,Energistyrelsen
12/8/01,Renewable energy,Wind,Onshore,0.85,,5.71E+17,,791,Viborg,Tårupgård Hovedgård,1d,516483.5,6263939,56.51955,9.2679,59,52,Vestas Wind Systems A/S,V 52-850 ,Energistyrelsen
12/8/01,Renewable energy,Wind,Onshore,0.85,,5.71E+17,,791,Viborg,Tårupgård Hovedgård,1d,516425.6,6263753,56.51788,9.26695,59,52,Vestas Wind Systems A/S,V 52-850 ,Energistyrelsen
12/17/01,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,330,Slagelse,"Sørbylille By, Sludstrup",5a,653283.4,6137404,55.359,11.41812,35,44,BONUS,MK lV,Energistyrelsen
12/17/01,Renewable energy,Wind,Onshore,0.85,,5.71E+17,,766,Hedensted,Flemming by/Hornborg,2e,542521.9,6191655,55.86852,9.67949,49,52,Vestas Wind Systems A/S,V 52-850 ,Energistyrelsen
12/17/01,Renewable energy,Wind,Onshore,0.9,,5.71E+17,,756,Ikast-Brande,Ll. Nørlund,6ao,511943.3,6215786,56.08706,9.19193,49,52,NEG Micon,NM 52/900 A,Energistyrelsen
12/18/01,Renewable energy,Wind,Onshore,0.85,,5.71E+17,,766,Hedensted,Flemming by/Hornborg,2e,542341.3,6191636,55.86836,9.6766,49,52,Vestas Wind Systems A/S,V 52-850 ,Energistyrelsen
12/18/01,Renewable energy,Wind,Onshore,0.85,,5.71E+17,,766,Hedensted,Flemming by/Hornborg,2e,542447.5,6191491,55.86705,9.67828,49,52,Vestas Wind Systems A/S,V 52-850 ,Energistyrelsen
12/19/01,Renewable energy,Wind,Onshore,0.66,,5.71E+17,,316,Holbæk,Bukkerup By,2a,676489.4,6163960,55.58956,11.80061,45,47,Vestas Wind Systems A/S,V 47-660 ,Energistyrelsen
12/19/01,Renewable energy,Wind,Onshore,0.66,,5.71E+17,,316,Holbæk,Bukkerup By,3d,676397.1,6163760,55.5878,11.79902,45,47,Vestas Wind Systems A/S,V 47-660 ,Energistyrelsen
12/19/01,Renewable energy,Wind,Onshore,0.66,,5.71E+17,,316,Holbæk,Bukkerup By,2c,676585.3,6164158,55.5913,11.80226,45,47,Vestas Wind Systems A/S,V 47-660 ,Energistyrelsen
12/19/01,Renewable energy,Wind,Onshore,0.85,,5.71E+17,,791,Viborg,Tårupgård Hovedgård,1d,516541.9,6264125,56.52122,9.26886,50,52,Vestas Wind Systems A/S,V 52-850 ,Energistyrelsen
12/20/01,Renewable energy,Wind,Onshore,0.75,,5.71E+17,,420,Assens,"Brylle By, Brylle",4a,579493.7,6132607,55.33339,10.25315,50,48,NEG Micon,NM 750-200/48,Energistyrelsen
12/20/01,Renewable energy,Wind,Onshore,0.75,,5.71E+17,,420,Assens,"Brylle By, Brylle",4a,579594.8,6132778,55.33491,10.25479,50,48,NEG Micon,NM 750-200/48,Energistyrelsen
12/20/01,Renewable energy,Wind,Onshore,0.75,,5.71E+17,,420,Assens,"Render By, Brylle",3v,579600.3,6133093,55.33774,10.25497,50,48,NEG Micon,NM 750-200/48,Energistyrelsen
12/20/01,Renewable energy,Wind,Onshore,0.75,,5.71E+17,,420,Assens,"Render By, Brylle",5f,579399.4,6133300,55.33963,10.25186,50,48,NEG Micon,NM 750-200/48,Energistyrelsen
12/20/01,Renewable energy,Wind,Onshore,0.66,,5.71E+17,,316,Holbæk,Bukkerup By,7b,675095.9,6164705,55.59675,11.779,45,47,Vestas Wind Systems A/S,V 47-660 ,Energistyrelsen
12/20/01,Renewable energy,Wind,Onshore,0.75,,5.71E+17,,420,Assens,Flemløse By,8a,568921.4,6123671,55.2547,10.08433,50,48,NEG Micon,NM 750-200/48,Energistyrelsen
12/20/01,Renewable energy,Wind,Onshore,0.66,,5.71E+17,,316,Holbæk,Bukkerup By,8a,674918.3,6164302,55.5932,11.77593,50,47,Vestas Wind Systems A/S,V 47-660 ,Energistyrelsen
12/20/01,Renewable energy,Wind,Onshore,0.66,,5.71E+17,,316,Holbæk,Bukkerup By,9a,675006.9,6164504,55.59498,11.77747,45,47,Vestas Wind Systems A/S,V 47-660 ,Energistyrelsen
12/21/01,Renewable energy,Wind,Onshore,0.75,,5.71E+17,,561,Esbjerg,"Måde by, Esbjerg Jorde",2i,468489.7,6145627,55.4558,8.50174,45,48.2,NEG Micon,NM 48/750,Energistyrelsen
12/21/01,Renewable energy,Wind,Onshore,0.75,,5.71E+17,,450,Nyborg,Ullerslev by,6a,603435.1,6137033,55.3687,10.63205,50,48,NEG Micon,NM 750-200/48,Energistyrelsen
